order_id,user_id,product_id,Category,order_date,quantity,Isvalid,Signup_date,Days_since_signup,User_segment,Cohort,months_since_signup,cohort_month,activity_month,price,day_of_week,hour_of_day,order_month,total_orders,first_order,last_order,active_days,avg_gap,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,cohort_index
O008902,U04318,P0097,Beauty,06-09-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,96.42,2,0,2023-09,1,06-09-2023,06-09-2023,0,,482,1,96.42,1,1,1,111,Inactive,
O004769,U03327,P0098,Home,15-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,31.84,6,0,2023-01,1,15-01-2023,15-01-2023,0,,716,1,31.84,1,1,1,111,Inactive,
O007206,U04749,P0098,Books,12-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,31.84,1,0,2023-12,1,12-12-2023,12-12-2023,0,,385,1,31.84,2,1,1,211,Other,
O002942,U00354,P0099,Books,25-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,479.67,0,0,2023-12,1,25-12-2023,25-12-2023,0,,372,1,479.67,2,1,3,213,High Spender,
O006830,U04423,P0100,Books,28-04-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,218.71,4,0,2023-04,1,28-04-2023,28-04-2023,0,,613,1,218.71,1,1,2,112,Other,
O005842,U05012,P0100,gadgets,05-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,218.71,1,0,2023-12,1,05-12-2023,05-12-2023,0,,392,1,218.71,2,1,2,212,Other,
O008943,U01091,P0105,Electronics,23-08-2024,,Valid,17-06-2023,433,CHURNED,Jun-23,14,2023-06,2024-08,14.34,4,0,2024-08,1,23-08-2024,23-08-2024,0,,130,1,14.34,3,1,1,311,Recent but Low Value,14
O007685,U03256,P0105,Electronics,07-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,14.34,5,0,2023-01,1,07-01-2023,07-01-2023,0,,724,1,14.34,1,1,1,111,Inactive,
O007462,U03106,P0106,Beauty,22-08-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,166.59,3,0,2024-08,1,22-08-2024,22-08-2024,0,,131,1,166.59,3,1,2,312,Recent but Low Value,
O002216,U01135,P0107,Unknown,30-11-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,416.32,3,0,2023-11,1,30-11-2023,30-11-2023,0,,397,1,416.32,2,1,3,213,High Spender,
O004619,U02145,P0108,Unknown,21-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,88.26,5,0,2023-01,1,21-01-2023,21-01-2023,0,,710,1,88.26,1,1,1,111,Inactive,
O003924,U00880,P0108,Unknown,20-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,88.26,4,0,2023-10,1,20-10-2023,20-10-2023,0,,438,1,88.26,2,1,1,211,Other,
O002356,U02228,P0108,Books,21-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,88.26,3,0,2024-03,1,21-03-2024,21-03-2024,0,,285,1,88.26,2,1,1,211,Other,
O002593,U04580,P0109,Electronics,15-03-2023,,Invalid,03-05-2024,Invalid,Invalid,Mar-24,#NUM!,2024-05,2023-03,371.75,2,0,2023-03,1,15-03-2023,15-03-2023,0,,657,1,371.75,1,1,3,113,High Spender,0
O007334,U00009,P0109,Apparel,22-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,371.75,4,0,2023-12,1,22-12-2023,22-12-2023,0,,375,1,371.75,2,1,3,213,High Spender,
O011527,U00575,P0111,Apparel,15-11-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,395.19,4,0,2024-11,1,15-11-2024,15-11-2024,0,,46,1,395.19,3,1,3,313,Recent but Low Value,
O004210,U00740,P0111,gadgets,03-09-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,395.19,6,0,2023-09,1,03-09-2023,03-09-2023,0,,485,1,395.19,1,1,3,113,High Spender,
O000326,U00843,P0112,Home,06-04-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,18.52,3,0,2023-04,1,06-04-2023,06-04-2023,0,,635,1,18.52,1,1,1,111,Inactive,
O004634,U04450,P0113,Unknown,23-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,207.38,6,0,2024-06,1,23-06-2024,23-06-2024,0,,191,1,207.38,3,1,2,312,Recent but Low Value,
O000546,U05366,P0114,Beauty,06-02-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,23.15,1,0,2024-02,2,06-02-2024,22-09-2024,229,229,100,2,496.07,3,1,3,313,Recent but Low Value,
O009800,U02346,P0117,Beauty,01-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,370.57,4,0,2023-12,1,01-12-2023,01-12-2023,0,,396,1,370.57,2,1,3,213,High Spender,
O008242,U00710,P0118,Home,08-09-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,285.36,6,0,2024-09,2,08-09-2024,31-10-2024,53,53,61,2,473.97,3,1,3,313,Recent but Low Value,
O009293,U00667,P0118,Home,04-08-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,285.36,4,0,2023-08,1,04-08-2023,04-08-2023,0,,515,1,285.36,1,1,2,112,Other,
O003572,U01288,P0119,Home,04-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,14.45,1,0,2024-06,1,04-06-2024,04-06-2024,0,,210,1,14.45,3,1,1,311,Recent but Low Value,
O000498,U04297,P0121,Home,05-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,203.89,3,0,2023-01,1,05-01-2023,05-01-2023,0,,726,1,203.89,1,1,2,112,Other,
O002674,U03781,P0122,Apparel,02-08-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,446.95,4,0,2024-08,1,02-08-2024,02-08-2024,0,,151,1,446.95,3,1,3,313,Recent but Low Value,
O011755,U00727,P0123,Apparel,30-03-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,106.87,3,0,2023-03,1,30-03-2023,30-03-2023,0,,642,1,106.87,1,1,1,111,Inactive,
O004139,U03394,P0123,Apparel,22-09-2023,,Invalid,02-03-2024,Invalid,Invalid,Feb-24,#NUM!,2024-03,2023-09,106.87,4,0,2023-09,1,22-09-2023,22-09-2023,0,,466,1,106.87,2,1,1,211,Other,0
O004314,U04711,P0123,Apparel,06-04-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,106.87,5,0,2024-04,1,06-04-2024,06-04-2024,0,,269,1,106.87,2,1,1,211,Other,
O009281,U03553,P0124,Apparel,08-08-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,371.39,1,0,2023-08,2,01-01-2023,08-08-2023,219,219,511,2,380.39,1,1,3,113,High Spender,
O003960,U01454,P0125,Unknown,20-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,74.62,2,0,2023-12,1,20-12-2023,20-12-2023,0,,377,1,74.62,2,1,1,211,Other,
O001134,U04798,P0126,Unknown,19-10-2024,,Valid,02-04-2023,623,CHURNED,Feb-23,20,2023-04,2024-10,72.16,5,0,2024-10,1,19-10-2024,19-10-2024,0,,73,1,72.16,3,1,1,311,Recent but Low Value,18
O003693,U03165,P0127,Unknown,26-11-2024,,Valid,25-08-2023,459,CHURNED,Aug-23,15,2023-08,2024-11,72.63,1,0,2024-11,1,26-11-2024,26-11-2024,0,,35,1,72.63,3,1,1,311,Recent but Low Value,15
O006109,U03186,P0128,Unknown,19-07-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,23.49,4,0,2024-07,1,19-07-2024,19-07-2024,0,,165,1,23.49,3,1,1,311,Recent but Low Value,
O009185,U02197,P0128,Unknown,14-09-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,23.49,5,0,2024-09,2,15-06-2024,14-09-2024,91,91,108,2,453.36,3,1,3,313,Recent but Low Value,
O004635,U05018,P0128,Home,17-04-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,23.49,0,0,2023-04,1,17-04-2023,17-04-2023,0,,624,1,23.49,1,1,1,111,Inactive,
O007687,U01504,P0130,Home,16-01-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,119.89,1,0,2024-01,1,16-01-2024,16-01-2024,0,,350,1,119.89,2,1,1,211,Other,
O003673,U01792,P0131,Electronics,07-05-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,488.77,1,0,2024-05,1,07-05-2024,07-05-2024,0,,238,1,488.77,2,1,3,213,High Spender,
O008922,U00387,P0133,Electronics,03-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,334.1,6,0,2024-03,1,03-03-2024,03-03-2024,0,,303,1,334.1,2,1,2,212,Other,
O006331,U03652,P0133,Electronics,23-07-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,334.1,6,0,2023-07,1,23-07-2023,23-07-2023,0,,527,1,334.1,1,1,2,112,Other,
O008352,U04945,P0134,Unknown,26-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,28.36,3,0,2023-01,1,26-01-2023,26-01-2023,0,,705,1,28.36,1,1,1,111,Inactive,
O000681,U01731,P0135,Unknown,07-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,192,5,0,2024-12,1,07-12-2024,07-12-2024,0,,24,1,192,3,1,2,312,Recent but Low Value,
O011828,U00057,P0137,Unknown,08-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,52.32,5,0,2024-06,1,08-06-2024,08-06-2024,0,,206,1,52.32,3,1,1,311,Recent but Low Value,
O008372,U04327,P0138,Home,08-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,333.31,6,0,2023-10,1,08-10-2023,08-10-2023,0,,450,1,333.31,2,1,2,212,Other,
O001844,U04436,P0138,Home,31-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,333.31,6,0,2024-03,1,31-03-2024,31-03-2024,0,,275,1,333.31,2,1,2,212,Other,
O008484,U01764,P0140,Home,29-04-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,27.95,5,0,2023-04,1,29-04-2023,29-04-2023,0,,612,1,27.95,1,1,1,111,Inactive,
O010500,U01557,P0140,Apparel,24-12-2024,,Valid,01-01-2024,358,DORMANT,Jan-24,11,2024-01,2024-12,27.95,1,0,2024-12,1,24-12-2024,24-12-2024,0,,7,1,27.95,3,1,1,311,Recent but Low Value,11
O008430,U01085,P0140,Unknown,27-03-2024,,Invalid,12-03-2024,Invalid,Invalid,Dec-24,#NUM!,2024-03,2024-03,27.95,2,0,2024-03,1,27-03-2024,27-03-2024,0,,279,1,27.95,2,1,1,211,Other,0
O002229,U04229,P0140,Unknown,29-10-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,27.95,1,0,2024-10,1,29-10-2024,29-10-2024,0,,63,1,27.95,3,1,1,311,Recent but Low Value,
O000054,U00374,P0145,Unknown,12-07-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,115.7,4,0,2024-07,1,12-07-2024,12-07-2024,0,,172,1,115.7,3,1,1,311,Recent but Low Value,
O010182,U01040,P0146,Unknown,20-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,55.01,3,0,2024-06,1,20-06-2024,20-06-2024,0,,194,1,55.01,3,1,1,311,Recent but Low Value,
O007807,U01892,P0146,Unknown,21-09-2023,,Invalid,27-09-2023,Invalid,Invalid,Sep-23,#NUM!,2023-09,2023-09,55.01,3,0,2023-09,2,05-04-2023,21-09-2023,169,169,467,2,167.09,2,1,2,212,Other,0
O004742,U03685,P0146,Beauty,24-07-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,55.01,2,0,2024-07,1,24-07-2024,24-07-2024,0,,160,1,55.01,3,1,1,311,Recent but Low Value,
O008778,U04940,P0146,Electronics,30-01-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,55.01,1,0,2024-01,1,30-01-2024,30-01-2024,0,,336,1,55.01,2,1,1,211,Other,
O001610,U03076,P0147,Electronics,01-10-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,117.77,1,0,2024-10,2,18-12-2023,01-10-2024,288,288,91,2,309.87,3,1,2,312,Recent but Low Value,
O005237,U03188,P0147,Electronics,01-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,117.77,4,0,2023-12,1,01-12-2023,01-12-2023,0,,396,1,117.77,2,1,1,211,Other,
O002190,U05413,P0148,Electronics,10-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,91.28,6,0,2023-12,1,10-12-2023,10-12-2023,0,,387,1,91.28,2,1,1,211,Other,
O003404,U02284,P0148,Electronics,06-08-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,91.28,6,0,2023-08,1,06-08-2023,06-08-2023,0,,513,1,91.28,1,1,1,111,Inactive,
O004113,U04290,P0148,Books,24-11-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,91.28,4,0,2023-11,1,24-11-2023,24-11-2023,0,,403,1,91.28,2,1,1,211,Other,
O001496,U01782,P0149,Books,11-05-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,94.86,3,0,2023-05,1,11-05-2023,11-05-2023,0,,600,1,94.86,1,1,1,111,Inactive,
O001216,U02165,P0149,Books,06-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,94.86,2,0,2024-03,1,06-03-2024,06-03-2024,0,,300,1,94.86,2,1,1,211,Other,
O009454,U03058,P0150,Books,05-03-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,192.52,6,0,2023-03,2,05-03-2023,28-03-2023,23,23,644,2,357.59,1,1,3,113,High Spender,
O009420,U02051,P0150,Beauty,13-05-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,192.52,5,0,2023-05,1,13-05-2023,13-05-2023,0,,598,1,192.52,1,1,2,112,Other,
O001064,U00022,P0150,Apparel,30-09-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,192.52,5,0,2023-09,1,30-09-2023,30-09-2023,0,,458,1,192.52,2,1,2,212,Other,
O007354,U05062,P0153,Beauty,07-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,83.37,3,0,2023-12,1,07-12-2023,07-12-2023,0,,390,1,83.37,2,1,1,211,Other,
O006508,U04407,P0153,Unknown,13-06-2023,,Valid,15-05-2023,29,NEW,May-23,0,2023-05,2023-06,83.37,1,0,2023-06,1,13-06-2023,13-06-2023,0,,567,1,83.37,1,1,1,111,Inactive,1
O011255,U02230,P0153,Apparel,18-11-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,83.37,5,0,2023-11,3,02-01-2023,18-11-2023,320,160,409,3,189.3,2,1,2,212,Other,
O008501,U02954,P0155,Apparel,27-09-2024,,Valid,09-03-2024,24,NEW,Sep-24,0,2024-03,2024-09,130.81,4,0,2024-09,2,27-09-2024,31-12-2024,95,95,0,2,238.91,3,1,2,312,Recent but Low Value,6
O002306,U05306,P0155,Beauty,14-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,130.81,3,0,2024-03,2,20-02-2024,14-03-2024,23,23,292,2,503.57,2,1,3,213,High Spender,
O008981,U04679,P0157,Apparel,18-10-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,208.8,4,0,2024-10,1,18-10-2024,18-10-2024,0,,74,1,208.8,3,1,2,312,Recent but Low Value,
O000261,U03162,P0158,Books,25-04-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,145.24,3,0,2024-04,1,25-04-2024,25-04-2024,0,,250,1,145.24,2,1,2,212,Other,
O002666,U04673,P0159,Books,30-04-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,67.49,1,0,2024-04,1,30-04-2024,30-04-2024,0,,245,1,67.49,2,1,1,211,Other,
O003611,U00133,P0159,Home,25-07-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,67.49,1,0,2023-07,1,25-07-2023,25-07-2023,0,,525,1,67.49,1,1,1,111,Inactive,
O006633,U00666,P0159,Home,29-02-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,67.49,3,0,2024-02,2,07-04-2023,29-02-2024,328,328,306,2,113.92,2,1,1,211,Other,
O006305,U00785,P0160,gadgets,24-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,155.62,6,0,2023-12,1,24-12-2023,24-12-2023,0,,373,1,155.62,2,1,2,212,Other,
O007949,U00888,P0160,gadgets,08-05-2024,,Valid,13-03-2023,422,CHURNED,Mar-23,13,2023-03,2024-05,155.62,2,0,2024-05,1,08-05-2024,08-05-2024,0,,237,1,155.62,2,1,2,212,Other,14
O006891,U03409,P0161,gadgets,28-09-2024,,Valid,06-01-2024,119,DORMANT,Jun-24,3,2024-01,2024-09,252.8,5,0,2024-09,1,28-09-2024,28-09-2024,0,,94,1,252.8,3,1,2,312,Recent but Low Value,8
O006364,U00656,P0163,Beauty,21-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,403.06,4,0,2024-06,1,21-06-2024,21-06-2024,0,,193,1,403.06,3,1,3,313,Recent but Low Value,
O007994,U02158,P0163,Beauty,21-06-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,403.06,4,0,2024-06,2,26-02-2024,21-06-2024,116,116,193,2,858.81,3,1,3,313,Recent but Low Value,
O008019,U02628,P0164,Beauty,29-05-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,306.66,2,0,2024-05,1,29-05-2024,29-05-2024,0,,216,1,306.66,3,1,2,312,Recent but Low Value,
O004856,U03657,P0164,Beauty,24-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,306.66,1,0,2024-12,1,24-12-2024,24-12-2024,0,,7,1,306.66,3,1,2,312,Recent but Low Value,
O007074,U00754,P0164,Beauty,02-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,306.66,0,0,2023-10,1,02-10-2023,02-10-2023,0,,456,1,306.66,2,1,2,212,Other,
O003069,U00952,P0165,Books,03-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,216.96,1,0,2024-12,2,05-04-2023,03-12-2024,608,608,28,2,426.17,3,1,3,313,Recent but Low Value,
O004649,U04605,P0165,Books,23-07-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,216.96,1,0,2024-07,1,23-07-2024,23-07-2024,0,,161,1,216.96,3,1,2,312,Recent but Low Value,
O007162,U04204,P0165,Home,16-08-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,216.96,4,0,2024-08,1,16-08-2024,16-08-2024,0,,137,1,216.96,3,1,2,312,Recent but Low Value,
O000916,U02723,P0165,Home,31-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,216.96,6,0,2023-12,1,31-12-2023,31-12-2023,0,,366,1,216.96,2,1,2,212,Other,
O009544,U02487,P0166,Home,04-11-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,7.46,5,0,2023-11,1,04-11-2023,04-11-2023,0,,423,1,7.46,2,1,1,211,Other,
O005094,U03079,P0167,Books,25-02-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,135.54,5,0,2023-02,1,25-02-2023,25-02-2023,0,,675,1,135.54,1,1,2,112,Other,
O003713,U04581,P0168,Unknown,21-08-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,258.44,0,0,2023-08,1,21-08-2023,21-08-2023,0,,498,1,258.44,1,1,2,112,Other,
O003201,U04742,P0169,Apparel,17-02-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,217.55,5,0,2024-02,3,17-02-2024,05-10-2024,231,115.5,87,3,450.37,3,1,3,313,Recent but Low Value,
O011023,U00226,P0170,Apparel,17-11-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,137.47,6,0,2024-11,3,18-03-2023,17-11-2024,610,305,44,3,358.99,3,1,3,313,Recent but Low Value,
O009233,U00484,P0170,gadgets,20-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,137.47,4,0,2024-12,1,20-12-2024,20-12-2024,0,,11,1,137.47,3,1,2,312,Recent but Low Value,
O007569,U00631,P0171,gadgets,22-10-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,373.98,1,0,2024-10,1,22-10-2024,22-10-2024,0,,70,1,373.98,3,1,3,313,Recent but Low Value,
O007402,U01310,P0172,Beauty,22-09-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,366.19,4,0,2023-09,2,12-03-2023,22-09-2023,194,194,466,2,497.82,2,1,3,213,High Spender,
O005849,U02101,P0174,Beauty,03-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,181.52,1,0,2023-10,2,03-10-2023,28-03-2024,177,177,278,2,352.11,2,1,3,213,High Spender,
O006775,U01067,P0174,Beauty,30-11-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,181.52,5,0,2024-11,1,30-11-2024,30-11-2024,0,,31,1,181.52,3,1,2,312,Recent but Low Value,
O009366,U00911,P0178,Books,14-09-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,336.66,5,0,2024-09,1,14-09-2024,14-09-2024,0,,108,1,336.66,3,1,3,313,Recent but Low Value,
O007544,U03996,P0178,Beauty,21-02-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,336.66,2,0,2024-02,2,21-02-2024,10-09-2024,202,202,112,2,707.43,3,1,3,313,Recent but Low Value,
O011138,U03252,P0179,Beauty,12-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,314.43,3,0,2023-01,2,12-01-2023,05-12-2024,693,693,26,2,360.86,3,1,3,313,Recent but Low Value,
O007011,U01327,P0179,Beauty,05-04-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,314.43,4,0,2024-04,1,05-04-2024,05-04-2024,0,,270,1,314.43,2,1,2,212,Other,
O008990,U04837,P0180,Beauty,18-12-2023,,Valid,17-07-2023,154,DORMANT,Jul-23,5,2023-07,2023-12,434.15,0,0,2023-12,1,18-12-2023,18-12-2023,0,,379,1,434.15,2,1,3,213,High Spender,5
O005303,U00635,P0181,Beauty,09-01-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,125.04,0,0,2023-01,2,09-01-2023,19-09-2023,253,253,469,2,356.74,2,1,3,213,High Spender,
O001967,U01076,P0181,Beauty,14-05-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,125.04,6,0,2023-05,1,14-05-2023,14-05-2023,0,,597,1,125.04,1,1,1,111,Inactive,
O006321,U03013,P0181,Beauty,21-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,125.04,3,0,2023-12,1,21-12-2023,21-12-2023,0,,376,1,125.04,2,1,1,211,Other,
O004320,U00898,P0181,Beauty,21-11-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,125.04,3,0,2024-11,1,21-11-2024,21-11-2024,0,,40,1,125.04,3,1,1,311,Recent but Low Value,
O000721,U01855,P0181,Beauty,28-10-2023,,Valid,01-04-2023,297,DORMANT,Jan-23,9,2023-04,2023-10,125.04,5,0,2023-10,3,28-10-2023,29-06-2024,245,122.5,185,3,665.06,3,1,3,313,Recent but Low Value,6
O010114,U02713,P0182,Beauty,19-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,332.63,1,0,2024-03,1,19-03-2024,19-03-2024,0,,287,1,332.63,2,1,2,212,Other,
O009367,U01384,P0182,Beauty,28-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,332.63,5,0,2023-10,1,28-10-2023,28-10-2023,0,,430,1,332.63,2,1,2,212,Other,
O007688,U00260,P0184,Beauty,30-10-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,314.42,0,0,2023-10,1,30-10-2023,30-10-2023,0,,428,1,314.42,2,1,2,212,Other,
O011121,U01289,P0184,Beauty,16-04-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,314.42,1,0,2024-04,1,16-04-2024,16-04-2024,0,,259,1,314.42,2,1,2,212,Other,
O000006,U03558,P0185,Electronics,22-11-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,92.79,2,0,2023-11,1,22-11-2023,22-11-2023,0,,405,1,92.79,2,1,1,211,Other,
O001616,U02597,P0186,Electronics,05-03-2024,,Valid,30-01-2024,35,ACTIVE,Jan-24,1,2024-01,2024-03,238.59,1,0,2024-03,1,05-03-2024,05-03-2024,0,,301,1,238.59,2,1,2,212,Other,2
O011189,U04453,P0187,Electronics,13-07-2023,,Invalid,11-08-2023,Invalid,Invalid,Nov-23,#NUM!,2023-08,2023-07,119.87,3,0,2023-07,1,13-07-2023,13-07-2023,0,,537,1,119.87,1,1,1,111,Inactive,0
O005229,U02758,P0188,Electronics,11-12-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,205.36,0,0,2023-12,1,11-12-2023,11-12-2023,0,,386,1,205.36,2,1,2,212,Other,
O004603,U03788,P0190,Electronics,30-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,170.63,0,0,2024-12,2,02-07-2023,30-12-2024,547,547,1,2,265.01,3,1,2,312,Recent but Low Value,
O006166,U00235,P0192,Electronics,17-03-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,194.91,6,0,2024-03,1,17-03-2024,17-03-2024,0,,289,1,194.91,2,1,2,212,Other,
O005516,U03462,P0192,Electronics,29-02-2024,,Valid,21-02-2024,8,NEW,Feb-24,0,2024-02,2024-02,194.91,3,0,2024-02,1,29-02-2024,29-02-2024,0,,306,1,194.91,2,1,2,212,Other,0
O002112,U02841,P0193,Electronics,21-12-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,480.11,5,0,2024-12,1,21-12-2024,21-12-2024,0,,10,1,480.11,3,1,3,313,Recent but Low Value,
O007651,U01231,P0193,Electronics,03-09-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,480.11,1,0,2024-09,1,03-09-2024,03-09-2024,0,,119,1,480.11,3,1,3,313,Recent but Low Value,
O011410,U00710,P0194,Electronics,31-10-2024,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,188.61,3,0,2024-10,2,08-09-2024,31-10-2024,53,53,61,2,473.97,3,1,3,313,Recent but Low Value,
O007026,U00054,P0200,Electronics,11-05-2023,,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,83.06,3,0,2023-05,1,11-05-2023,11-05-2023,0,,600,1,83.06,1,1,1,111,Inactive,
O010651,U02812,P0001,Electronics,27-09-2024,1,Valid,21-09-2023,372,CHURNED,Sep-23,12,2023-09,2024-09,27.27,4,0,2024-09,1,27-09-2024,27-09-2024,0,,95,1,27.27,3,1,1,311,Recent but Low Value,12
O009139,U05084,P0001,Electronics,30-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,27.27,1,0,2024-07,1,30-07-2024,30-07-2024,0,,154,1,27.27,3,1,1,311,Recent but Low Value,
